config.py | 09/03/22 - 18:34:57 | INFO | Random Tweet bot running
config.py | 09/03/22 - 18:43:46 | INFO | Random Tweet bot running
config.py | 09/03/22 - 18:43:52 | INFO | Mentions bot running
config.py | 09/03/22 - 18:43:52 | INFO | API Created
config.py | 09/03/22 - 18:43:52 | DEBUG | PARAMS: {'since_id': '1566239861538824192'}
config.py | 09/03/22 - 18:43:52 | DEBUG | Signing request <PreparedRequest [GET]> using client <Client client_key=WVqENKWlkkbh6nq0nbDsxeYOO, client_secret=****, resource_owner_key=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y, resource_owner_secret=****, signature_method=HMAC-SHA1, signature_type=AUTH_HEADER, callback_uri=None, rsa_key=None, verifier=None, realm=None, encoding=utf-8, decoding=None, nonce=None, timestamp=None>
config.py | 09/03/22 - 18:43:52 | DEBUG | Including body in call to sign: False
config.py | 09/03/22 - 18:43:52 | DEBUG | Collected params: [('since_id', '1566239861538824192'), ('oauth_nonce', '138751276949722113291662255832'), ('oauth_timestamp', '1662255832'), ('oauth_version', '1.0'), ('oauth_signature_method', 'HMAC-SHA1'), ('oauth_consumer_key', 'WVqENKWlkkbh6nq0nbDsxeYOO'), ('oauth_token', '1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y')]
config.py | 09/03/22 - 18:43:52 | DEBUG | Normalized params: oauth_consumer_key=WVqENKWlkkbh6nq0nbDsxeYOO&oauth_nonce=138751276949722113291662255832&oauth_signature_method=HMAC-SHA1&oauth_timestamp=1662255832&oauth_token=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y&oauth_version=1.0&since_id=1566239861538824192
config.py | 09/03/22 - 18:43:52 | DEBUG | Normalized URI: https://api.twitter.com/1.1/statuses/mentions_timeline.json
config.py | 09/03/22 - 18:43:52 | DEBUG | Signing: signature base string: GET&https%3A%2F%2Fapi.twitter.com%2F1.1%2Fstatuses%2Fmentions_timeline.json&oauth_consumer_key%3DWVqENKWlkkbh6nq0nbDsxeYOO%26oauth_nonce%3D138751276949722113291662255832%26oauth_signature_method%3DHMAC-SHA1%26oauth_timestamp%3D1662255832%26oauth_token%3D1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y%26oauth_version%3D1.0%26since_id%3D1566239861538824192
config.py | 09/03/22 - 18:43:52 | DEBUG | Signature: SmKRhtJnq9S3EA64RDBNeJvquV0=
config.py | 09/03/22 - 18:43:52 | DEBUG | Updated url: https://api.twitter.com/1.1/statuses/mentions_timeline.json?since_id=1566239861538824192
config.py | 09/03/22 - 18:43:52 | DEBUG | Updated headers: {'User-Agent': 'Python/3.9.2 Requests/2.28.1 Tweepy/4.10.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'Authorization': 'OAuth oauth_nonce="138751276949722113291662255832", oauth_timestamp="1662255832", oauth_version="1.0", oauth_signature_method="HMAC-SHA1", oauth_consumer_key="WVqENKWlkkbh6nq0nbDsxeYOO", oauth_token="1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y", oauth_signature="SmKRhtJnq9S3EA64RDBNeJvquV0%3D"'}
config.py | 09/03/22 - 18:43:52 | DEBUG | Updated body: None
config.py | 09/03/22 - 18:43:52 | DEBUG | Starting new HTTPS connection (1): api.twitter.com:443
config.py | 09/03/22 - 18:43:52 | DEBUG | https://api.twitter.com:443 "GET /1.1/statuses/mentions_timeline.json?since_id=1566239861538824192 HTTP/1.1" 200 894
config.py | 09/03/22 - 18:43:52 | DEBUG | PARAMS: {'id': '1566240492555083776'}
config.py | 09/03/22 - 18:43:52 | DEBUG | Signing request <PreparedRequest [POST]> using client <Client client_key=WVqENKWlkkbh6nq0nbDsxeYOO, client_secret=****, resource_owner_key=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y, resource_owner_secret=****, signature_method=HMAC-SHA1, signature_type=AUTH_HEADER, callback_uri=None, rsa_key=None, verifier=None, realm=None, encoding=utf-8, decoding=None, nonce=None, timestamp=None>
config.py | 09/03/22 - 18:43:52 | DEBUG | Including body in call to sign: False
config.py | 09/03/22 - 18:43:52 | DEBUG | Collected params: [('id', '1566240492555083776'), ('oauth_nonce', '6215207821152458741662255832'), ('oauth_timestamp', '1662255832'), ('oauth_version', '1.0'), ('oauth_signature_method', 'HMAC-SHA1'), ('oauth_consumer_key', 'WVqENKWlkkbh6nq0nbDsxeYOO'), ('oauth_token', '1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y')]
config.py | 09/03/22 - 18:43:52 | DEBUG | Normalized params: id=1566240492555083776&oauth_consumer_key=WVqENKWlkkbh6nq0nbDsxeYOO&oauth_nonce=6215207821152458741662255832&oauth_signature_method=HMAC-SHA1&oauth_timestamp=1662255832&oauth_token=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y&oauth_version=1.0
config.py | 09/03/22 - 18:43:52 | DEBUG | Normalized URI: https://api.twitter.com/1.1/favorites/create.json
config.py | 09/03/22 - 18:43:52 | DEBUG | Signing: signature base string: POST&https%3A%2F%2Fapi.twitter.com%2F1.1%2Ffavorites%2Fcreate.json&id%3D1566240492555083776%26oauth_consumer_key%3DWVqENKWlkkbh6nq0nbDsxeYOO%26oauth_nonce%3D6215207821152458741662255832%26oauth_signature_method%3DHMAC-SHA1%26oauth_timestamp%3D1662255832%26oauth_token%3D1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y%26oauth_version%3D1.0
config.py | 09/03/22 - 18:43:52 | DEBUG | Signature: SiLSQZbeYrpldMGYr58sZAVEJRA=
config.py | 09/03/22 - 18:43:52 | DEBUG | Updated url: https://api.twitter.com/1.1/favorites/create.json?id=1566240492555083776
config.py | 09/03/22 - 18:43:52 | DEBUG | Updated headers: {'User-Agent': 'Python/3.9.2 Requests/2.28.1 Tweepy/4.10.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'guest_id=v1%3A166225583265882841; guest_id_ads=v1%3A166225583265882841; guest_id_marketing=v1%3A166225583265882841; personalization_id="v1_d9JhYNvDAvhsv8YpNoXYrg=="; lang=en', 'Content-Length': '0', 'Authorization': 'OAuth oauth_nonce="6215207821152458741662255832", oauth_timestamp="1662255832", oauth_version="1.0", oauth_signature_method="HMAC-SHA1", oauth_consumer_key="WVqENKWlkkbh6nq0nbDsxeYOO", oauth_token="1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y", oauth_signature="SiLSQZbeYrpldMGYr58sZAVEJRA%3D"'}
config.py | 09/03/22 - 18:43:52 | DEBUG | Updated body: None
config.py | 09/03/22 - 18:43:52 | DEBUG | Starting new HTTPS connection (1): api.twitter.com:443
config.py | 09/03/22 - 18:43:52 | DEBUG | https://api.twitter.com:443 "POST /1.1/favorites/create.json?id=1566240492555083776 HTTP/1.1" 200 896
config.py | 09/03/22 - 18:44:51 | DEBUG | PARAMS: {'status': "That request was invalid! Check my pinned post for details on how to call the bot. Common issues include not @/ing the bot or not separating the parameters by commas. Here's a random stat: The Philadelphia Eagles had 17 replays or challenges in 2017.", 'in_reply_to_status_id': '1566240492555083776', 'auto_populate_reply_metadata': 'True'}
config.py | 09/03/22 - 18:44:51 | DEBUG | Signing request <PreparedRequest [POST]> using client <Client client_key=WVqENKWlkkbh6nq0nbDsxeYOO, client_secret=****, resource_owner_key=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y, resource_owner_secret=****, signature_method=HMAC-SHA1, signature_type=AUTH_HEADER, callback_uri=None, rsa_key=None, verifier=None, realm=None, encoding=utf-8, decoding=None, nonce=None, timestamp=None>
config.py | 09/03/22 - 18:44:51 | DEBUG | Including body in call to sign: False
config.py | 09/03/22 - 18:44:51 | DEBUG | Collected params: [('status', "That request was invalid! Check my pinned post for details on how to call the bot. Common issues include not @/ing the bot or not separating the parameters by commas. Here's a random stat: The Philadelphia Eagles had 17 replays or challenges in 2017."), ('in_reply_to_status_id', '1566240492555083776'), ('auto_populate_reply_metadata', 'True'), ('oauth_nonce', '75712617867193300341662255891'), ('oauth_timestamp', '1662255891'), ('oauth_version', '1.0'), ('oauth_signature_method', 'HMAC-SHA1'), ('oauth_consumer_key', 'WVqENKWlkkbh6nq0nbDsxeYOO'), ('oauth_token', '1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y')]
config.py | 09/03/22 - 18:44:51 | DEBUG | Normalized params: auto_populate_reply_metadata=True&in_reply_to_status_id=1566240492555083776&oauth_consumer_key=WVqENKWlkkbh6nq0nbDsxeYOO&oauth_nonce=75712617867193300341662255891&oauth_signature_method=HMAC-SHA1&oauth_timestamp=1662255891&oauth_token=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y&oauth_version=1.0&status=That%20request%20was%20invalid%21%20Check%20my%20pinned%20post%20for%20details%20on%20how%20to%20call%20the%20bot.%20Common%20issues%20include%20not%20%40%2Fing%20the%20bot%20or%20not%20separating%20the%20parameters%20by%20commas.%20Here%27s%20a%20random%20stat%3A%20The%20Philadelphia%20Eagles%20had%2017%20replays%20or%20challenges%20in%202017.
config.py | 09/03/22 - 18:44:51 | DEBUG | Normalized URI: https://api.twitter.com/1.1/statuses/update.json
config.py | 09/03/22 - 18:44:51 | DEBUG | Signing: signature base string: POST&https%3A%2F%2Fapi.twitter.com%2F1.1%2Fstatuses%2Fupdate.json&auto_populate_reply_metadata%3DTrue%26in_reply_to_status_id%3D1566240492555083776%26oauth_consumer_key%3DWVqENKWlkkbh6nq0nbDsxeYOO%26oauth_nonce%3D75712617867193300341662255891%26oauth_signature_method%3DHMAC-SHA1%26oauth_timestamp%3D1662255891%26oauth_token%3D1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y%26oauth_version%3D1.0%26status%3DThat%2520request%2520was%2520invalid%2521%2520Check%2520my%2520pinned%2520post%2520for%2520details%2520on%2520how%2520to%2520call%2520the%2520bot.%2520Common%2520issues%2520include%2520not%2520%2540%252Fing%2520the%2520bot%2520or%2520not%2520separating%2520the%2520parameters%2520by%2520commas.%2520Here%2527s%2520a%2520random%2520stat%253A%2520The%2520Philadelphia%2520Eagles%2520had%252017%2520replays%2520or%2520challenges%2520in%25202017.
config.py | 09/03/22 - 18:44:51 | DEBUG | Signature: 4EEx8vVBeHXe6e1qjIrD8dnH300=
config.py | 09/03/22 - 18:44:51 | DEBUG | Updated url: https://api.twitter.com/1.1/statuses/update.json?status=That+request+was+invalid%21+Check+my+pinned+post+for+details+on+how+to+call+the+bot.+Common+issues+include+not+%40%2Fing+the+bot+or+not+separating+the+parameters+by+commas.+Here%27s+a+random+stat%3A+The+Philadelphia+Eagles+had+17+replays+or+challenges+in+2017.&in_reply_to_status_id=1566240492555083776&auto_populate_reply_metadata=True
config.py | 09/03/22 - 18:44:51 | DEBUG | Updated headers: {'User-Agent': 'Python/3.9.2 Requests/2.28.1 Tweepy/4.10.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'guest_id=v1%3A166225583265882841; guest_id_ads=v1%3A166225583265882841; guest_id_marketing=v1%3A166225583265882841; personalization_id="v1_d9JhYNvDAvhsv8YpNoXYrg=="; lang=en', 'Content-Length': '0', 'Authorization': 'OAuth oauth_nonce="75712617867193300341662255891", oauth_timestamp="1662255891", oauth_version="1.0", oauth_signature_method="HMAC-SHA1", oauth_consumer_key="WVqENKWlkkbh6nq0nbDsxeYOO", oauth_token="1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y", oauth_signature="4EEx8vVBeHXe6e1qjIrD8dnH300%3D"'}
config.py | 09/03/22 - 18:44:51 | DEBUG | Updated body: None
config.py | 09/03/22 - 18:44:51 | DEBUG | Starting new HTTPS connection (1): api.twitter.com:443
config.py | 09/03/22 - 18:44:51 | DEBUG | https://api.twitter.com:443 "POST /1.1/statuses/update.json?status=That+request+was+invalid%21+Check+my+pinned+post+for+details+on+how+to+call+the+bot.+Common+issues+include+not+%40%2Fing+the+bot+or+not+separating+the+parameters+by+commas.+Here%27s+a+random+stat%3A+The+Philadelphia+Eagles+had+17+replays+or+challenges+in+2017.&in_reply_to_status_id=1566240492555083776&auto_populate_reply_metadata=True HTTP/1.1" 200 1166
config.py | 09/03/22 - 18:45:01 | DEBUG | PARAMS: {'since_id': '1566240492555083776'}
config.py | 09/03/22 - 18:45:01 | DEBUG | Signing request <PreparedRequest [GET]> using client <Client client_key=WVqENKWlkkbh6nq0nbDsxeYOO, client_secret=****, resource_owner_key=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y, resource_owner_secret=****, signature_method=HMAC-SHA1, signature_type=AUTH_HEADER, callback_uri=None, rsa_key=None, verifier=None, realm=None, encoding=utf-8, decoding=None, nonce=None, timestamp=None>
config.py | 09/03/22 - 18:45:01 | DEBUG | Including body in call to sign: False
config.py | 09/03/22 - 18:45:01 | DEBUG | Collected params: [('since_id', '1566240492555083776'), ('oauth_nonce', '175118738829407638701662255901'), ('oauth_timestamp', '1662255901'), ('oauth_version', '1.0'), ('oauth_signature_method', 'HMAC-SHA1'), ('oauth_consumer_key', 'WVqENKWlkkbh6nq0nbDsxeYOO'), ('oauth_token', '1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y')]
config.py | 09/03/22 - 18:45:01 | DEBUG | Normalized params: oauth_consumer_key=WVqENKWlkkbh6nq0nbDsxeYOO&oauth_nonce=175118738829407638701662255901&oauth_signature_method=HMAC-SHA1&oauth_timestamp=1662255901&oauth_token=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y&oauth_version=1.0&since_id=1566240492555083776
config.py | 09/03/22 - 18:45:01 | DEBUG | Normalized URI: https://api.twitter.com/1.1/statuses/mentions_timeline.json
config.py | 09/03/22 - 18:45:01 | DEBUG | Signing: signature base string: GET&https%3A%2F%2Fapi.twitter.com%2F1.1%2Fstatuses%2Fmentions_timeline.json&oauth_consumer_key%3DWVqENKWlkkbh6nq0nbDsxeYOO%26oauth_nonce%3D175118738829407638701662255901%26oauth_signature_method%3DHMAC-SHA1%26oauth_timestamp%3D1662255901%26oauth_token%3D1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y%26oauth_version%3D1.0%26since_id%3D1566240492555083776
config.py | 09/03/22 - 18:45:01 | DEBUG | Signature: X8oKmGGsDJfta7BhlUdMWgDlCZ4=
config.py | 09/03/22 - 18:45:01 | DEBUG | Updated url: https://api.twitter.com/1.1/statuses/mentions_timeline.json?since_id=1566240492555083776
config.py | 09/03/22 - 18:45:01 | DEBUG | Updated headers: {'User-Agent': 'Python/3.9.2 Requests/2.28.1 Tweepy/4.10.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'guest_id=v1%3A166225583265882841; guest_id_ads=v1%3A166225583265882841; guest_id_marketing=v1%3A166225583265882841; personalization_id="v1_d9JhYNvDAvhsv8YpNoXYrg=="; lang=en', 'Authorization': 'OAuth oauth_nonce="175118738829407638701662255901", oauth_timestamp="1662255901", oauth_version="1.0", oauth_signature_method="HMAC-SHA1", oauth_consumer_key="WVqENKWlkkbh6nq0nbDsxeYOO", oauth_token="1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y", oauth_signature="X8oKmGGsDJfta7BhlUdMWgDlCZ4%3D"'}
config.py | 09/03/22 - 18:45:01 | DEBUG | Updated body: None
config.py | 09/03/22 - 18:45:01 | DEBUG | Starting new HTTPS connection (1): api.twitter.com:443
config.py | 09/03/22 - 18:45:01 | DEBUG | https://api.twitter.com:443 "GET /1.1/statuses/mentions_timeline.json?since_id=1566240492555083776 HTTP/1.1" 200 28
config.py | 09/03/22 - 18:45:11 | DEBUG | PARAMS: {'since_id': '1566240492555083776'}
config.py | 09/03/22 - 18:45:11 | DEBUG | Signing request <PreparedRequest [GET]> using client <Client client_key=WVqENKWlkkbh6nq0nbDsxeYOO, client_secret=****, resource_owner_key=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y, resource_owner_secret=****, signature_method=HMAC-SHA1, signature_type=AUTH_HEADER, callback_uri=None, rsa_key=None, verifier=None, realm=None, encoding=utf-8, decoding=None, nonce=None, timestamp=None>
config.py | 09/03/22 - 18:45:11 | DEBUG | Including body in call to sign: False
config.py | 09/03/22 - 18:45:11 | DEBUG | Collected params: [('since_id', '1566240492555083776'), ('oauth_nonce', '149491687692776928601662255911'), ('oauth_timestamp', '1662255911'), ('oauth_version', '1.0'), ('oauth_signature_method', 'HMAC-SHA1'), ('oauth_consumer_key', 'WVqENKWlkkbh6nq0nbDsxeYOO'), ('oauth_token', '1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y')]
config.py | 09/03/22 - 18:45:11 | DEBUG | Normalized params: oauth_consumer_key=WVqENKWlkkbh6nq0nbDsxeYOO&oauth_nonce=149491687692776928601662255911&oauth_signature_method=HMAC-SHA1&oauth_timestamp=1662255911&oauth_token=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y&oauth_version=1.0&since_id=1566240492555083776
config.py | 09/03/22 - 18:45:11 | DEBUG | Normalized URI: https://api.twitter.com/1.1/statuses/mentions_timeline.json
config.py | 09/03/22 - 18:45:11 | DEBUG | Signing: signature base string: GET&https%3A%2F%2Fapi.twitter.com%2F1.1%2Fstatuses%2Fmentions_timeline.json&oauth_consumer_key%3DWVqENKWlkkbh6nq0nbDsxeYOO%26oauth_nonce%3D149491687692776928601662255911%26oauth_signature_method%3DHMAC-SHA1%26oauth_timestamp%3D1662255911%26oauth_token%3D1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y%26oauth_version%3D1.0%26since_id%3D1566240492555083776
config.py | 09/03/22 - 18:45:11 | DEBUG | Signature: fMz2OVfOcBrsZIxX8nZjkA8lZ4g=
config.py | 09/03/22 - 18:45:11 | DEBUG | Updated url: https://api.twitter.com/1.1/statuses/mentions_timeline.json?since_id=1566240492555083776
config.py | 09/03/22 - 18:45:11 | DEBUG | Updated headers: {'User-Agent': 'Python/3.9.2 Requests/2.28.1 Tweepy/4.10.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'guest_id=v1%3A166225583265882841; guest_id_ads=v1%3A166225583265882841; guest_id_marketing=v1%3A166225583265882841; personalization_id="v1_d9JhYNvDAvhsv8YpNoXYrg=="; lang=en', 'Authorization': 'OAuth oauth_nonce="149491687692776928601662255911", oauth_timestamp="1662255911", oauth_version="1.0", oauth_signature_method="HMAC-SHA1", oauth_consumer_key="WVqENKWlkkbh6nq0nbDsxeYOO", oauth_token="1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y", oauth_signature="fMz2OVfOcBrsZIxX8nZjkA8lZ4g%3D"'}
config.py | 09/03/22 - 18:45:11 | DEBUG | Updated body: None
config.py | 09/03/22 - 18:45:11 | DEBUG | Starting new HTTPS connection (1): api.twitter.com:443
config.py | 09/03/22 - 18:45:11 | DEBUG | https://api.twitter.com:443 "GET /1.1/statuses/mentions_timeline.json?since_id=1566240492555083776 HTTP/1.1" 200 28
config.py | 09/03/22 - 18:45:21 | DEBUG | PARAMS: {'since_id': '1566240492555083776'}
config.py | 09/03/22 - 18:45:21 | DEBUG | Signing request <PreparedRequest [GET]> using client <Client client_key=WVqENKWlkkbh6nq0nbDsxeYOO, client_secret=****, resource_owner_key=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y, resource_owner_secret=****, signature_method=HMAC-SHA1, signature_type=AUTH_HEADER, callback_uri=None, rsa_key=None, verifier=None, realm=None, encoding=utf-8, decoding=None, nonce=None, timestamp=None>
config.py | 09/03/22 - 18:45:21 | DEBUG | Including body in call to sign: False
config.py | 09/03/22 - 18:45:21 | DEBUG | Collected params: [('since_id', '1566240492555083776'), ('oauth_nonce', '102968790962756915831662255921'), ('oauth_timestamp', '1662255921'), ('oauth_version', '1.0'), ('oauth_signature_method', 'HMAC-SHA1'), ('oauth_consumer_key', 'WVqENKWlkkbh6nq0nbDsxeYOO'), ('oauth_token', '1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y')]
config.py | 09/03/22 - 18:45:21 | DEBUG | Normalized params: oauth_consumer_key=WVqENKWlkkbh6nq0nbDsxeYOO&oauth_nonce=102968790962756915831662255921&oauth_signature_method=HMAC-SHA1&oauth_timestamp=1662255921&oauth_token=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y&oauth_version=1.0&since_id=1566240492555083776
config.py | 09/03/22 - 18:45:21 | DEBUG | Normalized URI: https://api.twitter.com/1.1/statuses/mentions_timeline.json
config.py | 09/03/22 - 18:45:21 | DEBUG | Signing: signature base string: GET&https%3A%2F%2Fapi.twitter.com%2F1.1%2Fstatuses%2Fmentions_timeline.json&oauth_consumer_key%3DWVqENKWlkkbh6nq0nbDsxeYOO%26oauth_nonce%3D102968790962756915831662255921%26oauth_signature_method%3DHMAC-SHA1%26oauth_timestamp%3D1662255921%26oauth_token%3D1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y%26oauth_version%3D1.0%26since_id%3D1566240492555083776
config.py | 09/03/22 - 18:45:21 | DEBUG | Signature: yvA1TaHINptKz+SzrdU3wOobPo0=
config.py | 09/03/22 - 18:45:21 | DEBUG | Updated url: https://api.twitter.com/1.1/statuses/mentions_timeline.json?since_id=1566240492555083776
config.py | 09/03/22 - 18:45:21 | DEBUG | Updated headers: {'User-Agent': 'Python/3.9.2 Requests/2.28.1 Tweepy/4.10.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'guest_id=v1%3A166225583265882841; guest_id_ads=v1%3A166225583265882841; guest_id_marketing=v1%3A166225583265882841; personalization_id="v1_d9JhYNvDAvhsv8YpNoXYrg=="; lang=en', 'Authorization': 'OAuth oauth_nonce="102968790962756915831662255921", oauth_timestamp="1662255921", oauth_version="1.0", oauth_signature_method="HMAC-SHA1", oauth_consumer_key="WVqENKWlkkbh6nq0nbDsxeYOO", oauth_token="1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y", oauth_signature="yvA1TaHINptKz%2BSzrdU3wOobPo0%3D"'}
config.py | 09/03/22 - 18:45:21 | DEBUG | Updated body: None
config.py | 09/03/22 - 18:45:21 | DEBUG | Starting new HTTPS connection (1): api.twitter.com:443
config.py | 09/03/22 - 18:45:21 | DEBUG | https://api.twitter.com:443 "GET /1.1/statuses/mentions_timeline.json?since_id=1566240492555083776 HTTP/1.1" 200 28
config.py | 09/03/22 - 18:45:31 | DEBUG | PARAMS: {'since_id': '1566240492555083776'}
config.py | 09/03/22 - 18:45:31 | DEBUG | Signing request <PreparedRequest [GET]> using client <Client client_key=WVqENKWlkkbh6nq0nbDsxeYOO, client_secret=****, resource_owner_key=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y, resource_owner_secret=****, signature_method=HMAC-SHA1, signature_type=AUTH_HEADER, callback_uri=None, rsa_key=None, verifier=None, realm=None, encoding=utf-8, decoding=None, nonce=None, timestamp=None>
config.py | 09/03/22 - 18:45:31 | DEBUG | Including body in call to sign: False
config.py | 09/03/22 - 18:45:31 | DEBUG | Collected params: [('since_id', '1566240492555083776'), ('oauth_nonce', '83909483187033564661662255931'), ('oauth_timestamp', '1662255931'), ('oauth_version', '1.0'), ('oauth_signature_method', 'HMAC-SHA1'), ('oauth_consumer_key', 'WVqENKWlkkbh6nq0nbDsxeYOO'), ('oauth_token', '1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y')]
config.py | 09/03/22 - 18:45:31 | DEBUG | Normalized params: oauth_consumer_key=WVqENKWlkkbh6nq0nbDsxeYOO&oauth_nonce=83909483187033564661662255931&oauth_signature_method=HMAC-SHA1&oauth_timestamp=1662255931&oauth_token=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y&oauth_version=1.0&since_id=1566240492555083776
config.py | 09/03/22 - 18:45:31 | DEBUG | Normalized URI: https://api.twitter.com/1.1/statuses/mentions_timeline.json
config.py | 09/03/22 - 18:45:31 | DEBUG | Signing: signature base string: GET&https%3A%2F%2Fapi.twitter.com%2F1.1%2Fstatuses%2Fmentions_timeline.json&oauth_consumer_key%3DWVqENKWlkkbh6nq0nbDsxeYOO%26oauth_nonce%3D83909483187033564661662255931%26oauth_signature_method%3DHMAC-SHA1%26oauth_timestamp%3D1662255931%26oauth_token%3D1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y%26oauth_version%3D1.0%26since_id%3D1566240492555083776
config.py | 09/03/22 - 18:45:31 | DEBUG | Signature: sobIBXkqOTiydnTqk1S2IwIyjQo=
config.py | 09/03/22 - 18:45:31 | DEBUG | Updated url: https://api.twitter.com/1.1/statuses/mentions_timeline.json?since_id=1566240492555083776
config.py | 09/03/22 - 18:45:31 | DEBUG | Updated headers: {'User-Agent': 'Python/3.9.2 Requests/2.28.1 Tweepy/4.10.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'guest_id=v1%3A166225583265882841; guest_id_ads=v1%3A166225583265882841; guest_id_marketing=v1%3A166225583265882841; personalization_id="v1_d9JhYNvDAvhsv8YpNoXYrg=="; lang=en', 'Authorization': 'OAuth oauth_nonce="83909483187033564661662255931", oauth_timestamp="1662255931", oauth_version="1.0", oauth_signature_method="HMAC-SHA1", oauth_consumer_key="WVqENKWlkkbh6nq0nbDsxeYOO", oauth_token="1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y", oauth_signature="sobIBXkqOTiydnTqk1S2IwIyjQo%3D"'}
config.py | 09/03/22 - 18:45:31 | DEBUG | Updated body: None
config.py | 09/03/22 - 18:45:31 | DEBUG | Starting new HTTPS connection (1): api.twitter.com:443
config.py | 09/03/22 - 18:45:32 | DEBUG | https://api.twitter.com:443 "GET /1.1/statuses/mentions_timeline.json?since_id=1566240492555083776 HTTP/1.1" 200 28
config.py | 09/03/22 - 18:45:42 | DEBUG | PARAMS: {'since_id': '1566240492555083776'}
config.py | 09/03/22 - 18:45:42 | DEBUG | Signing request <PreparedRequest [GET]> using client <Client client_key=WVqENKWlkkbh6nq0nbDsxeYOO, client_secret=****, resource_owner_key=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y, resource_owner_secret=****, signature_method=HMAC-SHA1, signature_type=AUTH_HEADER, callback_uri=None, rsa_key=None, verifier=None, realm=None, encoding=utf-8, decoding=None, nonce=None, timestamp=None>
config.py | 09/03/22 - 18:45:42 | DEBUG | Including body in call to sign: False
config.py | 09/03/22 - 18:45:42 | DEBUG | Collected params: [('since_id', '1566240492555083776'), ('oauth_nonce', '16332635648913865311662255942'), ('oauth_timestamp', '1662255942'), ('oauth_version', '1.0'), ('oauth_signature_method', 'HMAC-SHA1'), ('oauth_consumer_key', 'WVqENKWlkkbh6nq0nbDsxeYOO'), ('oauth_token', '1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y')]
config.py | 09/03/22 - 18:45:42 | DEBUG | Normalized params: oauth_consumer_key=WVqENKWlkkbh6nq0nbDsxeYOO&oauth_nonce=16332635648913865311662255942&oauth_signature_method=HMAC-SHA1&oauth_timestamp=1662255942&oauth_token=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y&oauth_version=1.0&since_id=1566240492555083776
config.py | 09/03/22 - 18:45:42 | DEBUG | Normalized URI: https://api.twitter.com/1.1/statuses/mentions_timeline.json
